ID,Question,A,B,C,D,Answer,Subject
4,导致流星雨的物质来源是什么？,太阳系其他地方的小行星撞击将沙子大小的粒子抛向太空，偶尔地球会穿过这些粒子云，这些粒子在我们的大气层中燃烧并引发流星雨。,近地小行星逐渐解体并沿着它们的轨道扩散。当地球穿过小行星的轨道时，我们会受到沙粒大小的粒子的轰击，从而引起流星雨。,近地小行星在进入地球大气层时会解体，产生数百颗明亮的流星，这些流星似乎是从天空中的某个位置辐射出来的。,彗星的彗核逐渐解体并沿着彗星的轨道路径扩散。当地球穿过彗星的轨道时，我们会受到沙粒大小的粒子轰击，从而引起流星雨。,D,astronomy
5,温室效应是如何工作的？,温室气体吸收来自太阳的红外光，然后加热大气层和地面。,臭氧传输可见光，使其加热地面，但随后吸收大部分红外线热量，将热量捕获在地面附近。,温室气体透射可见光，使其加热地面，但随后吸收来自地球的红外光，将热量捕获在地面附近。,低海拔地区较厚大气层的高压可以更有效地捕获热量。,C,astronomy
6,以下哪种方法可以发现最多在其母星附近轨道上运行的大质量行星？,通过寻找恒星光谱中的多普勒频移来探测轨道行星的引力效应,探测由于行星引力导致的恒星相对于天空的位置偏移,探测从双星系统喷射出的行星,探测从行星反射的星光,A,astronomy
7,地球和牵牛星之间的距离是地球和太阳之间距离的一百万倍。牵牛星距离地球有多远？,9.3 x 1013 米,9.3 x 1010 米,1.5 x 1014 米,1.5 x 1017 米,D,astronomy
8,天文学中所谓的辐射热光度是什么？,光度对垂直偏振波长的积分。,光度对水平波长的积分。,光度对可见光波长的积分。,光度对所有波长的积分。,D,astronomy
0,翻译发生后，下列哪一种过程不用于修改蛋白质结构？,脂酸化作用。,通过肽键连接更多的氨基酸。,糖基化。,磷酸化作用。,B,clinical_knowledge
1,14-16 号针最有可能用于：,儿童。,老年患者。,插入手背。,创伤或烧伤患者。,D,clinical_knowledge
2,对于钙代谢，以下哪项是正确的？,降钙素导致血浆钙升高,原发性甲状旁腺功能亢进通常是无症状的,维生素 D 由甲状旁腺分泌,少尿是高钙血症的症状,B,clinical_knowledge
3,高钠血症性脱水是：,水的摄入量少于维持平衡所需的量。,水的摄入量多于维持平衡所需的量。,由于创伤或烧伤，血量流失。,由于手术，血量流失。,A,clinical_knowledge
4,我们的遗传物质是由什么组成？,脱氧核糖核酸。,核糖核酸。,二硝基核酸。,蛋白质。,A,clinical_knowledge
5,“Coring”是什么？,静脉炎的症状。,达到预期效果的药物滴定。,将药物直接输送到血液中。,当药物从密封的小瓶中取出时，可以用针头割掉橡胶塞的碎片。,D,clinical_knowledge
6,在使用发声阀之前，你必须确保什么？,患者能正常吞咽。,这是气管造口管首次插入后的第 7 天。,袖口抽气了。,袖口充气了。,C,clinical_knowledge
7,关于痔疮，下列哪项是正确的？,痔疮出血导致直肠黑素瘤(PR),怀孕是诱发痔疮的一个因素,一级痔疮出血伴随着疼痛,二级痔疮不能返回到肛管,B,clinical_knowledge
8,关于手臂的不自主运动，下列哪项是正确的？,酒精使良性原发性震颤的震颤加重,偏瘫是由于中风引起的手臂远端瘫痪,肌张力障碍患者有时会出现“挤奶女工”握力,指痉挛是局灶性肌张力障碍的例子,D,clinical_knowledge
9,在全速冲刺等运动中，最先感到疲劳的纤维类型是：,I 型纤维。,Ia 型纤维。,IIa 型纤维。,IIX 型纤维。,D,clinical_knowledge
10,在了解肌肉骨骼病史时，下列哪项是正确的？,药物可能与痛风的病因有关,腹泻史与此无关,难以从椅子上站起来是多肌痛性风湿病的诊断,关节僵硬持续 5 分钟提示关节病变,A,clinical_knowledge
11,第二常见的医院获得性感染是什么？,尿路感染。,创伤感染。,上呼吸道感染。,通气机相关性肺炎。,D,clinical_knowledge
0,植物为了在高温环境中减少水分流失的适应措施包括以下哪项？,大量气孔,薄表皮,用刺代替叶子,大的表面积与体积比,C,college_biology
1,好斗的蚂蚁生活在一棵热带小树的肿胀刺中，以小树叶尖上富含油脂的躯体为食。以下哪项实验最能检验蚂蚁通过杀死或驱逐食叶昆虫来保护植物的假设？,移除蚂蚁并测量随后的叶片损伤。,移除富含油脂的蚂蚁躯体，并测量随后的蚂蚁密度。,移除刺并测量随后的蚂蚁密度。,移除食叶昆虫并测量随后的蚂蚁密度。,A,college_biology
2,在一项实验中，对两栖动物受精卵的第一个卵裂面进行了处理，使得灰色新月体只存在于第一次卵裂产生的两个卵裂球中的一个中。然后将两个卵裂球分离。卵裂球的预期结局是什么？,带有灰色新月体的卵裂球会比没有灰色新月体的卵裂球更快生长。,带有灰色新月体的卵裂球会形成一个完整但较小的胚胎。,没有灰色新月体的卵裂球会形成一个完整但较小的胚胎。,带有灰色新月体的卵裂球会在第二次卵裂前停止分裂并死亡。,B,college_biology
3,以下哪种植物细胞通过程序性细胞死亡变得更具功能性？,韧皮部筛管分子,木质部导管分子,气孔保卫细胞,根冠细胞,B,college_biology
4,环节动物和节肢动物相似之处在于两门的成员都,具有分节的身体,具有封闭的循环系统,通过湿润的膜扩散进行气体交换,具有发达的感觉器官,A,college_biology
0,在三组分混合物中，能共同处于平衡状态的最大相数是？,2,3,4,5,D,college_chemistry
1,25°C 时溶解在水中的 CO2 的亨利定律常数是 30.0 atm M^-1。使用 2.0 atm 的 CO2 加压容器溶解的 CO2 浓度是多少？,1.5 M,0.15 M,0.067 M,0.015 M,C,college_chemistry
2,下列哪种溶液会的离子强度最高？（假设完全离解。）,0.050 M AlCl3,0.100 M NaCl,0.050 M CaCl2,0.100 M HCl,A,college_chemistry
3,下列哪种光谱法使用光散射技术？,核磁共振,红外线,拉曼,紫外线-可见光,C,college_chemistry
0,"函数签名描述了函数的参数类型以及该函数的返回值。例如，实数加法函数的签名为
add : real x real -> real
因为该函数会接收两个实数，然后再返回一个实数。但是，对于允许函数作为返回值的语言来说，可以认为加法的签名为 
add : real -> (real -> real)
这表示 add 接收一个实数（第一个操作数）并返回一个新的函数，而这个新函数本身也会接收一个实数（第二个操作数）并返回一个实数（结果）。而将包含多个参数的函数简化为包含少量参数的函数这一过程被称为“柯里化”。那么，以下哪一项陈述是正确的？",柯里化可以应用于任何函数，只要该函数有一个输入参数即可。,柯里化可以应用于具有两个以上参数的函数。,柯里化不得应用于可返回函数作为参数的函数。,柯里化不得应用于具有函数参数的函数。,A,college_computer_science
1,如果恶意进程被授予临时管理员级别的系统访问权限，那么，,一旦关闭此进程，威胁即告解除,重启操作系统后，威胁即告解除,重启计算机并替换显示存在病毒感染的文件后，威胁即告解除,如果不清空整个磁盘，威胁往往会一直存在,D,college_computer_science
2,"假设 k >= 2，且 L 是 {0, 1}^* 中的字符串集 L，当且仅当 x 中的 0 的个数能够被 k 整除且 x 中的 1 的个数是奇数时，x 在 L 中。那么，在确定有限状态自动机 (DFA) 中，能够识别 L 的最少状态数为",k + 2,2k,k log k,k^2,B,college_computer_science
0,直至同构，有多少 16 阶的可加性阿贝尔群 G 对 G 中的每个 x 具有x + x + x + x = 0 的性质？,0,1,2,3,D,college_mathematics
1,对于所有正整数 n，设 x_1 = 1 且 x_(n+1) = sqrt(3+2x_n)。若假设{x_n} 收敛，则 lim x_n =,3,e,sqrt(5),0,A,college_mathematics
2,欧几里得平面上凸 10 边形的最大锐角数为,1,2,3,4,C,college_mathematics
3,"假设 A 和 B 是 n × n 实数矩阵。以下哪项为真？
I. A^2 迹非负。
II. 若 A^2 = A，则 A 的迹非负。
III. AB 的迹是 A 和 B 的迹的乘积。",仅 II,仅 III,仅 I 和 II,仅 II 和 III,A,college_mathematics
4,"假设 A 是 3 × 3 矩阵，满足 det(A − λI) = −λ^3 + 3λ^2 + λ − 3，其中 I 是 3 × 3 单位矩阵。对于 A，以下哪项为真？
I. A 的迹是 3。
II. A 的行列式是 −3。
III. 矩阵 A 的特征值是 −3 和 1。",仅 I,仅 II,仅 III,仅 I 和 II,D,college_mathematics
5,(1+i)^10 =,1,i,32,32i,D,college_mathematics
0,"有丝分裂必须经过五个阶段才能使细胞正常分裂。将有丝分裂阶段与其相应的成分配对：
前期 - 核仁溶解",中期 - 形成两个不同的核膜,细胞质分裂 - 将姐妹染色单体分离到它们各自的极点,末期 - 形成赤道板,后期 - 分离细胞质和细胞器,A,college_medicine
0,从近法线入射角观察时，波长为 480 纳米的蓝光在玻璃载玻片上的薄油膜上反射最强烈。假设油的折射率为 1.2，玻璃的折射率为 1.6，那么油膜的最小厚度（非零）是多少？,150 纳米,200 纳米,300 纳米,400 纳米,B,college_physics
1,光栅光谱仪只能勉强分辨 500 纳米和 502 纳米的两个波长。下列哪项赋予了光谱仪的分辨能力？,2,250,"5,000","10,000",B,college_physics
2,金属中传导电子的平均动能通常远高于 kT，因为,电子比原子具有更多的自由度,电子和晶格不处于热平衡状态,电子形成简并费米气体,金属中的电子具有高度相对论性,C,college_physics
3,非偏振光入射到一对理想线性偏振器上，其透射轴彼此成 45q 角。通过两个偏振器的透射光强度占入射强度的百分比是多少？,100%,75%,50%,25%,D,college_physics
4,3 微法拉电容器与 6 微法拉电容器串联。当在该组合上施加 300 伏电位差时，两个电容器中存储的总能量为,0.09 焦,0.18 焦,0.27 焦,0.41 焦,A,college_physics
0,如果双方没有进行以下哪项操作，中间人攻击可能会危及 Diffie Hellman 方法的安全性,加入,认证,提交,共享,B,computer_security
1,如何防止 SQL 注入？,转义查询,中断请求,合并表,以上所有,A,computer_security
2,以下哪项不是传输层漏洞？,对未定义、定义不明确的变量处理不当,允许“指纹识别”和其他主机信息枚举的漏洞,传输层机制过载,未经授权的网络访问,D,computer_security
3,扫描的类型有哪些？,端口、网络和服务,网络、漏洞和端口,被动、主动和交互式,服务器、客户端和网络,B,computer_security
4,__________ 是内存位置的连续段，用于包含一些数据，例如字符串或整数数组。,堆栈,队列,外部存储,缓冲区,D,computer_security
0,完全浸没在水中的物体总是排开它自己,重量的液体。,体积的液体。,密度的液体。,这些都是。,B,conceptual_physics
1,根据胡克定律，如果你悬挂在一根树枝上，树枝会发生弯曲，那么在这根树枝上悬挂两倍重量的物体会产生,一半的弯曲。,同样的弯曲，只要树枝不折断。,两倍的弯曲。,4 倍的弯曲。,C,conceptual_physics
2,一对带相反电荷的平行板之间的电场,随着板之间距离的增加而减弱,遵循平方反比定律,两者都是,两者都不是,D,conceptual_physics
3,当铀核发生裂变时，释放的能量的主要形式为,γ 射线。,裂变碎片的动能。,放出中子的动能。,这些都大致均等。,B,conceptual_physics
4,一个静止的小球悬挂在一根垂直的绳子上，绳子的张力为 mg。如果让小球在空中的一水平面上做圆锥摆运动，那么绳子的张力为,mg,总是大于 mg,总是小于 mg,可能大于也可能小于 mg，取决于小球的速度,B,conceptual_physics
5,如果距离地球 20 光年的一颗恒星发生爆炸，那么爆炸所产生的引力波到达地球需要,不到 20 年。,20 年。,超过 20 年。,这些都不是。,B,conceptual_physics
6,摆锤来回摆动所需的时间是指它的,频率,周期,波长,振幅,B,conceptual_physics
7,一个 10-Ω 电阻通过 10 A 电流。那么电阻两端的电压为,0,大于 0 但小于 10 V,10 V,大于 10 A,D,conceptual_physics
8,被抛出的棒球保持恒定的速度分量是,水平分量,竖直分量,两者其一,这些都不是,A,conceptual_physics
9,当月球的影子落在地球上时，我们会看到,月食。,日食。,如果在白天，则是日食，如果在夜晚，则是月食。,十分危险的事件。,B,conceptual_physics
10,白天天空呈蓝色主要是由于光的,吸收,传输,反射,散射,D,conceptual_physics
11,你让一个静止的小球掉落，它向下的加速度为 9.8 m/s^2。假设没有空气阻力，你将小球向下抛出，那么它脱离手后的加速度为,9.8 m/s2,大于 9.8 m/s2,小于 9.8 m/s2,无法判断，需要提供抛出时的速度。,A,conceptual_physics
0,"在下列哪种情况下，自助抽样法优于纯模拟？

i) 若希望实验数据的分布特性

与某些实际数据的分布特性相同


ii) 若希望确切地知道实验中

数据的分布特性


iii) 若实际数据的分布特性未知


iv) 若可用的实际数据样本非常小",仅 (ii) 和 (iv),仅 (i) 和 (iii),仅 (i)、(ii) 和 (iv),仅 (i)、(ii)、(iii) 和 (iv),B,econometrics
1,"关于三角系统或递归系统，下列哪个陈述是正确的？

i) 对每个方程单独使用 OLS，可以有效地估计参数




ii) 自变量可能与其他方程中的误差项相关




iii) 2SLS 的应用将导致无偏但效率低下的参数估计


iv) 自变量可能与它们作为自变量出现的方程中的误差项相关

",仅 (ii) 和 (iv),仅 (i) 和 (iii),仅 (i)、(ii) 和 (iii),仅 (i)、(ii)、(iii) 和 (iv),C,econometrics
2,“异方差性”一词的含义是什么？,误差的方差不是恒定的,因变量的方差不是恒定的,误差之间不是线性无关的,误差均值非零,A,econometrics
3,"关于 VAR 的方差分解分析，下列哪个陈述是正确的？

i) 方差分解测量单位冲击对 VAR 上每个变量的影响

ii) 方差分解可以被认为是测量可归因于每个变量的预测误差方差的比例

iii) 变量的排序对计算脉冲响应很重要，但对方差分解不重要

iv) 通常，给定变量的大部分预测误差方差可归因于对该变量的冲击",仅 (ii) 和 (iv),仅 (i) 和 (iii),仅 (i)、(ii) 和 (iii),(i)、(ii)、(iii) 和 (iv),A,econometrics
0,仪器能对被测变量的最小变化作出反应，这是,分辨率。,准确度。,精度。,灵敏度。,A,electrical_engineering
1,通过使用下列哪一个元件，可以得到机械平移系统？,质量元件,弹簧元件,减震器,以上都是,D,electrical_engineering
2,在制造过程中被编程的 ROM 称为,MROM,PROM,EPROM,EEPROM,A,electrical_engineering
3,玻尔模型中任何元素的环数是由什么决定的？,元素周期表上的列号。,原子质量。,元素周期表上的行号。,原子序数。,C,electrical_engineering
0,一个足球队有 90.00 美元用来买足球。如果一个足球的价格是 15.60 美元，那么该球队最多能买多少个足球？,4,5,6,7,B,elementary_mathematics
1,Maddie 将在 7 天内骑自行车总共 56 英里。她每天将骑同样的英里数。Maddie 每天骑行的总英里数是多少？,8,9,49,63,A,elementary_mathematics
2,找出与这个短语相匹配的代数表达式：Tom 收集的罐头数量的 4 倍。,4t,t/4,t − 4,t + 4,A,elementary_mathematics
3,按从大到小的顺序排列：3、3 又 1/8、3.8、3.18。,3.18、3 又 1/8、3.8、3,3、3 又 1/8、3.18、3,3.8、3 又 1/8、3.18、3,3.8、3.18、3 又 1/8、3,D,elementary_mathematics
4,方程 y/4 = 8 中 y 的值是多少？,2,4,12,32,D,elementary_mathematics
5,Chris 以 16.99 美元一束的价格出售玫瑰。在一天结束时，他已经收到了 339.80 美元。他卖了多少束玫瑰花？,22,18,20,16,C,elementary_mathematics
6,我是一个数字。个位是 7。我小于 80，但大于 70。我的数字是多少？,71,73,77,79,C,elementary_mathematics
7,"如果 30,000 除以 10，然后再除以 10，结果是多少？",3,30,300,"3,000",C,elementary_mathematics
8,乔治亚州有 159 个县，面积 58056 平方英里。每个县的平均平方英里数是多少？请将答案四舍五入到最接近的整数。,每个县 274 平方英里,每个县 159 平方英里,每个县 318 平方英里,每个县 365 平方英里,D,elementary_mathematics
9,哪个比值不能与 8/18 成比例？,46/108,27-Dec,60/135,9-Apr,A,elementary_mathematics
10,"在一个公共汽车站，公共汽车早上 6 点开始发车。两辆公共汽车的时间表是基于下面列出的时间间隔。
*公共汽车 A 的路线很长，每 75 分钟一班。
*公共汽车 B 路线较短，每 15 分钟一班。
公共汽车 A 和公共汽车 B 下次什么时候同时离开车站？",早上 7:00,早上 7:15,早上 7:30,上午 8:30,B,elementary_mathematics
11,求表达式 14 + (−71) 的值。,−85,57,85,−57,B,elementary_mathematics
12,Gary 的农场里有 72 头奶牛。他的牛是马的 6 倍。数字句子 72 ÷ h = 6  可以用来求他有多少匹马。Gary 有多少匹马 h？,12 匹马,66 匹马,78 匹马,432 匹马,A,elementary_mathematics
13,求使表达式 2/9 = 14/？成立的数字。,14,16,15,63,D,elementary_mathematics
14,Molly 剪头发花了 25 美元，并且她给了 15% 的小费。Molly 最终花费多少钱？,25.15 美元,26.50 美元,27.50 美元,28.75 美元,D,elementary_mathematics
15,一个角经过一个圆的 3/4，这个角是多少度？,34°,43°,75°,270°,D,elementary_mathematics
16,使用四舍五入来估计 27.94 + 15.35 的和，直到最接近的十分位。,43.2,43.3,43.4,43.29,B,elementary_mathematics
17,放学后，一群学生打篮球。使用表达式 7 × 2 可以求哪个总数？,一名球员投中 7 球，每一球得 2 分时的总得分,7 个是旧篮球，2 个是新篮球时的总篮球数,一名球员得 7 分，另一名选手得 2 分时的总分,有 7 个篮球，其中 2 个没有使用时使用的篮球总数,A,elementary_mathematics
18,哪个分数大于 2/5？,5-Jan,10-Jan,10-Apr,10-May,D,elementary_mathematics
0,"利用间接真值表确定每个命题集是否一致。如果命题集一致，则选择有一致赋值的选项。（可能有其他一致的赋值。）
D ≡ E
F ∨ D
~E · ~F",不一致,一致。当 D、E 和 F 为真时赋值一致,一致。当 D 和 E 为真而 F 为假时赋值一致,一致。当 D 和 F 为真而 E 为假时赋值一致,A,formal_logic
1,"利用间接真值表确定以下论证是否有效。如果论证无效，则选择一个代表反例的选项（也可能有其他反例。）
(T · ~U) ⊃ ~W
~W ⊃ X
~Z ⊃ W
~(X · Z) / T ⊃ U",有效,无效。当 T、X 和 Z 为真而 U 和 W 为假时的反例,无效。当 T 和 X 为真而 U、W 和 Z 为假时的反例,无效。当 T、W 和 Z 为真而 U 和 X 为假时的反例,A,formal_logic
2,"为以下论证构建一个完整的真值表。然后利用真值表确定该论证是有效还是无效。如果论证无效，则选择一个代表反例的选项。（也可能有其他反例。）
~C ⊃ D
D ⊃ C / C",有效,无效。当 C 和 D 为真时的反例,无效。当 C 为真而 D 为假时的反例,无效。当 D 为真而 C 为假时的反例,A,formal_logic
3,"利用间接真值表确定每个命题集是否一致。如果命题集一致，则选择有一致赋值的选项。（可能有其他一致的赋值。）
(E ⊃ F) ⊃ G
(~E ∨ F) ≡ (H ∨ I)
I ⊃ (J ⊃ ~H)
~G ⊃ ~J",不一致,一致。当 E 为真而 F、G、H、I、和 J 为假时赋值一致,一致。当 E 和 H 为真而 F、G、I 和 J 为假时赋值一致,一致。当 E 和 I 为真而 F、G、H 和 J 为假时赋值一致,B,formal_logic
4,找出以下论证的结论。功利怪物的可能性让功利主义理论感到尴尬。功利怪物从功利中获得大量效益，超过从他人的牺牲中获得的功利。功利怪物获得的功利远远超过甚至其他大部分人的牺牲。该理论似乎要求我们所有人都牺牲在怪物的胃里，以便增加总的功利。（Robert Nozick，《无政府、国家与乌托邦》）,功利怪物的可能性让功利主义理论感到尴尬。,功利怪物从功利中获得大量效益。,功利怪物从功利中获得的效益超过从他人的牺牲中获得的功利。,功利怪物获得的功利远远超过甚至其他大部分人的牺牲。,A,formal_logic
5,找出以下论证的结论。术语的意义应该能确定其指称。但指称可以有所不同且思想上无任何差异。因此，术语的意义必须能够变化而思想不变化。所以，我们的思想并不决定术语的含义；含义不在大脑之中。(Hilary Putnam),术语的意义应该确定其指称。,但指称可以有所不同且思想上无任何差异。,参考可以有所不同，而思想上无任何差异。,我们的思想并不决定术语的含义；含义不在大脑之中。,D,formal_logic
0,关于脂质，以下哪种说法是正确的？,不饱和脂肪酸与心脏病有关。,脂质是大多数细胞表面受体组成部分。,磷脂为水溶性。,类固醇是脂质，由甘油和脂肪酸组成。,C,high_school_biology
1,雄性缎蓝园丁鸟用鹦鹉羽毛、花和其他奇异装饰品装饰其建造房屋（称为“bowers”），以便吸引雌性。雌性检查 bowers，如果感到非常满意，就允许雄性与它们交配。这种雄性行为的演变是由于以下哪种,频率依赖选择。,人工选择。,性选择。,自然选择。,C,high_school_biology
2,根据异养生物假说，在氧气充满大气前，肯定会发生哪种事件？,异养生物必须去除空气中的二氧化碳。,自己生产食物的自养生物必须进化。,异养生物必须进化。,自养生物必须将大气中的氮转化为硝酸盐。,B,high_school_biology
3,在数周 3TC 治疗期间，患者的 HIV 病毒群体完全为 3TC 耐药病毒。此结果的最佳解释是什么？,HIV 可改变其表面蛋白，并抵抗疫苗。,患者必然为再次感染 3TC 耐药病毒。,HIV 为应对药物，开始生成耐药的逆转录酶。,治疗开始时已经存在少量耐药病毒，自然选择增加这种病毒的频率。,D,high_school_biology
4,关于光合作用的光依赖性反应，以下哪种说法是正确的？,提供与糖结合的碳。,产生 PGA，在光非依赖性反应中通过碳固定转化为葡萄糖。,水被分开，为 NADP 提供氢离子和电子，以便用于临时储存。,发生于叶绿体基质。,C,high_school_biology
5,关于减数分裂，以下哪种说法不正确？,减数分裂产生两个单倍体配子。,同源染色体在染色体联会过程中连接。,姐妹染色单体在减数分裂 I 分离。,交叉互换导致配子的遗传变异增加。,C,high_school_biology
6,香睡莲是一种睡莲，是一种叶和花漂浮在水面的水生植物。预计这种植物的叶有以下哪些特征？,气孔在顶面以及导水（木质部）细胞相对较少,气孔在顶面以及导水（木质部）细胞相对较多,气孔在底面以及导水（木质部）细胞相对较少,气孔在底面以及导水（木质部）细胞相对较多,A,high_school_biology
7,以下哪项是自然选择直接作用的最小单位？,一个物种的基因频率,一个种群的基因频率,一个个体的基因组,一个个体的表型,D,high_school_biology
8,记忆丧失最有可能是由于脑哪个部位出现异常？,髓质,小脑,大脑,脑桥,C,high_school_biology
9,人类手臂、蝙蝠翅膀和海豚鳍这些不同的结构包含许多相同的骨骼，这些骨骼由非常相似的胚胎组织发育而来。生物学家如何解读这些相似性？,通过识别骨骼是同源的,通过趋同进化的原理,通过提出人类、蝙蝠和海豚具有共同祖先,仅 A 和 C,D,high_school_biology
10,将一块马铃薯放入装有纯水的烧杯中。以下哪项描述了马铃薯浸入水后的活性？,马铃薯中的水移动到周围的水中。,周围的水移动到马铃薯中。,马铃薯细胞质壁分离。,水中的溶质进入马铃薯。,B,high_school_biology
0,氮的电负性值介于磷和氧之间。下列哪一项正确描述了这三个值之间的关系？,氮的电负性值小于磷，因为氮较大，但大于氧，因为氮的有效核电荷更大。,氮的电负性值小于磷，因为氮的质子较少，但大于氧，因为氮的价电子较少。,氮的电负性值大于磷，因为氮的电子较少，但小于氧，因为氮较小。,氮的电负性值大于磷，因为氮较小，但小于氧，因为氮的有效核电荷较小。,D,high_school_chemistry
1,以下哪种物质的命名需要在阳离子后面使用罗马数字？,CaCl2,CuCl2,AlBr3,K2Cr2O7,B,high_school_chemistry
2,预期以下哪一项的电负性最高？,S,Fe,W,Ag,A,high_school_chemistry
3,将一摩尔下列化合物溶解在水中会产生不同 pH 值的溶液。在这些条件下，以下哪种酸的电离百分比最高？,HNO2,HClO4,H2S,H3PO4,B,high_school_chemistry
0,这个 Python 表达式的值是多少：1 + 3 % 3？,0,1,3,4,B,high_school_computer_science
1,哪些类型的函数增长最慢？,O(log e^N),O(log N),O(log log N),O(N),C,high_school_computer_science
2,以下哪项关于程序文档的说法是正确的？,程序文档在首次编写后不应更改。,程序文档仅在开发中的程序中才需要；程序完成后则不需要。,程序文档在程序员协作时很有用，但在程序员单独完成项目时则无用。,程序文档在初始程序开发期间以及对现有程序进行修改时都很有用。,D,high_school_computer_science
3,数码照片文件包含表示照片中每个像素的红色、绿色和蓝色级别的数据。该文件还包含描述照片拍摄日期和地理位置的元数据。对于以下哪个目标，分析元数据比分析数据更合适？,确定照片是天空照片的可能性,确定照片是在特定公共活动中拍摄的可能性,确定照片中出现的人数,确定照片投影到特定颜色背景上的可用性,B,high_school_computer_science
0,"本问题涉及以下信息。
“可是你呢，我亲爱的潘格罗斯，”赣第德说，“我怎么会又见到你呢？”
“这是真的，”潘格罗斯说，“你看见我被绞死了……一位外科医生买下了我的尸体，把我抬回家，解剖了我。他首先在我身上从肚脐到锁骨处做了一个关键的切口。没有人比我在绞刑时更惨了。神圣宗教裁判所的刽子手是个副执事，他非常懂得如何把人烧死，但他不习惯绞刑。绳子是湿的，不能很好地滑动，而且系得很紧。简而言之，当那个关键的切口让我发出可怕的尖叫使我的外科医生仰面朝天地倒下时，我仍然屏住了呼吸……[最后他]缝合了我的伤口；他的妻子甚至照顾我。我在十五天结束时站起来了……
有一天，我突然想到要走进一座清真寺，在那里我看到一位年长的伊曼和一位非常漂亮的年轻奉献者正在祈祷……她的捧花掉了；我把它捡起来，满怀敬意地递给她。我说得太久了，伊曼开始生气了，看到我是一个基督徒，他大声呼救。他们把我带到法官面前，法官命令在我脚底上鞭打一百下，然后把我送到大木船上。我和年轻的男爵被锁在同一条大木船上，同一条长凳上。这条大木船上有四个马赛的年轻人，五个那不勒斯的教士，两个科孚的修道士，他们每天都告诉我们类似的奇遇。男爵坚持认为他遭受的不公正比我更严重……我们一直在争论，当一连串的宇宙事件把你带到我们的厨房里时，你被牛鞭抽了二十下，你真是好心，把我们赎了出来。”
“嗯，我亲爱的潘格罗斯，”憨第德对他说，“当你被绞死、被肢解、被鞭打、被船拖着的时候，你总以为一切都会有最好的结果吗？”
“我仍然坚持我最初的看法，”潘格罗斯回答说，“因为我是一个哲学家，我不能收回我的意见，特别是莱布尼茨永远不会错；此外，预先建立的和谐是世界上最好的东西，他的真空和枯草也是如此。”
伏尔泰，法国启蒙运动作家，1759 年
憨第德所说的“一切总会有最好的结果”可以看作是反映了启蒙运动相信",如果运用科学的方法，社会是可以完善的,一个没有强大中央权威的民族注定要生活在自然状态中,政府的唯一目的是保障生命权、自由权和财产权,只有自由市场才能引领国家走向财富和幸福,A,high_school_european_history
